file	avg_base_quality
11_18_24_PLNOV12_R1_L003__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.7
11_18_24_PLNOV12_R1_L004__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.5
11_18_24_PLNOV12_R1_L004__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.5
11_18_24_PLNOV13_R1__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.6
11_18_24_PLNOV13_R1__E0000000__X00__241125_SG_WW_combined__001.trimmed.sorted.bam	37.6
11_18_24_PLNOV13_R1_L001__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.6
11_18_24_PLNOV13_R1_L002__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.6
11_18_24_PLNOV13_R1_L002__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.6
11_18_24_PLNOV13_R1_L003__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.5
11_18_24_PLNOV13_R1_L003__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.6
11_18_24_PLNOV13_R1_L004__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.3
11_18_24_PLNOV13_R1_L004__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.4
11_18_24_SBNOV12_R2__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.8
11_18_24_SBNOV12_R2__E0000000__X00__241125_SG_WW_combined__001.trimmed.sorted.bam	37.8
11_18_24_SBNOV12_R2_L001__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.8
11_18_24_SBNOV12_R2_L002__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.8
11_18_24_SBNOV12_R2_L002__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.8
11_18_24_SBNOV12_R2_L003__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.7
11_18_24_SBNOV12_R2_L003__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.8
11_18_24_SBNOV12_R2_L004__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.5
11_18_24_SBNOV12_R2_L004__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.6
11_18_24_SBNOV17_R2__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.7
11_18_24_SBNOV17_R2__E0000000__X00__241125_SG_WW_combined__001.trimmed.sorted.bam	37.7
11_18_24_SBNOV17_R2_L001__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.7
11_18_24_SBNOV17_R2_L002__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.7
11_18_24_SBNOV17_R2_L002__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.7
11_18_24_SBNOV17_R2_L003__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.6
11_18_24_SBNOV17_R2_L003__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.7
11_18_24_SBNOV17_R2_L004__E0000000__X00__241125_SG_WW_1_separate__001.trimmed.sorted.bam	37.4
11_18_24_SBNOV17_R2_L004__E0000000__X00__241125_SG_WW_2_separate__001.trimmed.sorted.bam	37.5
11.22.23.ENCNOV15.R1.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.3
11.22.23.ENCNOV20.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.2
11.22.23.PLNOV19.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.2
11.22.23.PLNOV20.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.2
11.22.23.SBNOV19.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.3
11.22.23.SBNOV21.R1.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.1
1.12.23.PLJAN08.R1__NA__NA__230112_WW__00X.trimmed.sorted.unfiltered.bam	23.1
1.12.23.PLJAN09.R1__NA__NA__230112_WW__00X.trimmed.sorted.unfiltered.bam	23.2
1.12.23.PLJAN10.R1__NA__NA__230112_WW__00X.trimmed.sorted.unfiltered.bam	23.1
1.12.23.PLJAN11.R1__NA__NA__230112_WW__00X.trimmed.sorted.unfiltered.bam	23.1
1.12.23.SBJAN10.R2__NA__NA__230112_WW__00X.trimmed.sorted.unfiltered.bam	23.2
11_25_24_ENCNOV20_R1__E0000000__X00__241205_SG_WW_3__001.trimmed.sorted.bam	37.6
11_25_24_ENCNOV21_R2__E0000000__X00__241205_SG_WW_3__001.trimmed.sorted.bam	37.6
11_25_24_PLNOV17_R2__E0000000__X00__241205_SG_WW_3__001.trimmed.sorted.bam	37.7
11_25_24_PLNOV18_R2__E0000000__X00__241205_SG_WW_3__001.trimmed.sorted.bam	37.7
11_25_24_PLNOV19_R1__E0000000__X00__241205_SG_WW_3__001.trimmed.sorted.bam	37.7
11_25_24_PLNOV20_R2__E0000000__X00__241205_SG_WW_3__001.trimmed.sorted.bam	37.7
11_25_24_SBNOV19_R2__E0000000__X00__241205_SG_WW_3__001.trimmed.sorted.bam	37.6
11_25_24_SBNOV21_R2__E0000000__X00__241205_SG_WW_3__001.trimmed.sorted.bam	37.6
11.27.23.PLNOV21.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.4
11.27.23.PLNOV22.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.2
11.29.23.ENCNOV24.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.1
11.29.23.ENCNOV28.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.2
11.29.23.PLNOV26.R1.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.3
11.29.23.PLNOV27.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.1
11.29.23.SBNOV23.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.2
11.29.23.SBNOV28.R2.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.3
1.16.24.ENCJAN08.R2__NA__NA__240126_WW__00X.trimmed.sorted.unfiltered.bam	23.8
1.16.24.ENCJAN12.R2__NA__NA__240126_WW__00X.trimmed.sorted.unfiltered.bam	23.8
1.16.24.PLJAN07.R2__NA__NA__240126_WW__00X.trimmed.sorted.unfiltered.bam	23.9
1.16.24.PLJAN08.R2__NA__NA__240126_WW__00X.trimmed.sorted.unfiltered.bam	23.8
1.16.24.PLJAN09.R2__NA__NA__240126_WW__00X.trimmed.sorted.unfiltered.bam	23.8
1.16.24.PLJAN10.R2__NA__NA__240126_WW__00X.trimmed.sorted.unfiltered.bam	23.6
1.16.24.SBJAN11.R2__NA__NA__240126_WW__00X.trimmed.sorted.unfiltered.bam	23.9
1.16.24.SBJAN14.R2__NA__NA__240126_WW__00X.trimmed.sorted.unfiltered.bam	23.6
1.18.23.ENCJAN13.R2__NA__NA__220120_WW__00X.trimmed.sorted.unfiltered.bam	22.3
1.18.23.ENCJAN13.R2__NA__NA__230120_WW__00X.trimmed.sorted.unfiltered.bam	22.3
1.18.23.ENCJAN17.R2__NA__NA__230120_WW__00X.trimmed.sorted.unfiltered.bam	22.1
1.19.23.PLJAN15.R2__NA__NA__230120_WW__00X.trimmed.sorted.unfiltered.bam	22.0
1.19.23.PLJAN16.R1__NA__NA__230120_WW__00X.trimmed.sorted.unfiltered.bam	22.2
1.19.23.PLJAN17.R2__NA__NA__230120_WW__00X.trimmed.sorted.unfiltered.bam	22.1
1.19.23.PLJAN18.R1__NA__NA__230120_WW__00X.trimmed.sorted.unfiltered.bam	22.4
1.19.23.SBJAN15.R1__NA__NA__230120_WW__00X.trimmed.sorted.unfiltered.bam	22.2
1.19.23.SBJAN17.R2__NA__NA__230120_WW__00X.trimmed.sorted.unfiltered.bam	22.1
12.01.23.PLNOV28.R1.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.3
12.01.23.PLNOV29.R1.rerun__NA__NA__231207_WW__00X.trimmed.sorted.unfiltered.bam	22.2
12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam	37.3
12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam	37.4
12_02_24_PLNOV24_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam	37.4
12_02_24_PLNOV25_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam	37.4
12_02_24_PLNOV26_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam	37.4
12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam	37.3
12_02_24_SBNOV26_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam	37.5
12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam	37.3
12.04.23.ENCDEC01.R2__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.2
12.04.23.ENCNOV29.R2__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.3
12.04.23.SBDEC03.R2__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.0
12.04.23.SBNOV30.R1__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.3
12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam	37.6
12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam	37.6
12_09_24_ENCDEC06_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam	37.5
12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam	37.6
12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam	37.7
12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam	37.6
12_09_24_SBDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam	37.5
12_09_24_SBDEC08_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam	37.6
12.11.23.ENCDEC04.R2__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.2
12.11.23.ENCDEC06.R1__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.0
12.11.23.PLDEC03.R1__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.2
12.11.23.PLDEC04.R2__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.2
12.11.23.PLDEC05.R2__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.2
12.11.23.PLDEC06.R1__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.1
12.11.23.SBDEC07.R1__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.2
12.11.23.SBDEC10.R1__NA__NA__231215_WW__00X.trimmed.sorted.unfiltered.bam	22.2
12_16_24_ENCDEC09_R1__E0000000__X00__241219_SG_WW__001.trimmed.sorted.bam	37.7
12_16_24_ENCDEC10_R1__E0000000__X00__241219_SG_WW__001.trimmed.sorted.bam	37.7
12_16_24_ENCDEC12_R1__E0000000__X00__241219_SG_WW__001.trimmed.sorted.bam	37.7
12_16_24_PLDEC08_R1__E0000000__X00__241219_SG_WW__001.trimmed.sorted.bam	37.6
12_16_24_PLDEC10_R1__E0000000__X00__241219_SG_WW__001.trimmed.sorted.bam	37.7
12_16_24_PLDEC11_R1__E0000000__X00__241219_SG_WW__001.trimmed.sorted.bam	37.7
12_16_24_SBDEC12_R2__E0000000__X00__241219_SG_WW__001.trimmed.sorted.bam	37.6
12_16_24_SBDEC15_R2__E0000000__X00__241219_SG_WW__001.trimmed.sorted.bam	37.6
12.18.23.ENCDEC13.R2__NA__NA__231222_WW__00X.trimmed.sorted.unfiltered.bam	21.7
12.18.23.ENCDEC15.R1__NA__NA__231222_WW__00X.trimmed.sorted.unfiltered.bam	21.7
12.18.23.PLDEC10.R2__NA__NA__231222_WW__00X.trimmed.sorted.unfiltered.bam	21.7
12.18.23.PLDEC11.R2__NA__NA__231222_WW__00X.trimmed.sorted.unfiltered.bam	21.7
12.18.23.PLDEC12.R2__NA__NA__231222_WW__00X.trimmed.sorted.unfiltered.bam	21.8
12.18.23.PLDEC13.R1__NA__NA__231222_WW__00X.trimmed.sorted.unfiltered.bam	21.6
12.18.23.SBDEC12.R1__NA__NA__231222_WW__00X.trimmed.sorted.unfiltered.bam	21.6
12.18.23.SBDEC14.R1__NA__NA__231222_WW__00X.trimmed.sorted.unfiltered.bam	21.6
12.22.23.ENCDEC18.R2__NA__NA__231229_WW__00X.trimmed.sorted.unfiltered.bam	18.6
12.22.23.ENCDEC18.R2__NA__NA__240105_WW__00X.trimmed.sorted.unfiltered.bam	23.4
12.22.23.ENCDEC21.R2__NA__NA__231229_WW__00X.trimmed.sorted.unfiltered.bam	18.5
12.22.23.ENCDEC21.R2__NA__NA__240105_WW__00X.trimmed.sorted.unfiltered.bam	23.3
12.22.23.PLDEC17.R1__NA__NA__231229_WW__00X.trimmed.sorted.unfiltered.bam	18.7
12.22.23.PLDEC17.R1__NA__NA__240105_WW__00X.trimmed.sorted.unfiltered.bam	23.4
12.22.23.PLDEC18.R2__NA__NA__231229_WW__00X.trimmed.sorted.unfiltered.bam	18.6
12.22.23.PLDEC18.R2__NA__NA__240105_WW__00X.trimmed.sorted.unfiltered.bam	23.3
12.22.23.PLDEC19.R2__NA__NA__231229_WW__00X.trimmed.sorted.unfiltered.bam	18.6
12.22.23.PLDEC19.R2__NA__NA__240105_WW__00X.trimmed.sorted.unfiltered.bam	23.3
12.22.23.PLDEC20.R1__NA__NA__231229_WW__00X.trimmed.sorted.unfiltered.bam	18.7
12.22.23.PLDEC20.R1__NA__NA__240105_WW__00X.trimmed.sorted.unfiltered.bam	23.3
12.22.23.SBDEC19.R1__NA__NA__231229_WW__00X.trimmed.sorted.unfiltered.bam	18.5
12.22.23.SBDEC19.R1__NA__NA__240105_WW__00X.trimmed.sorted.unfiltered.bam	23.4
12.22.23.SBDEC21.R2__NA__NA__231229_WW__00X.trimmed.sorted.unfiltered.bam	18.5
12.22.23.SBDEC21.R2__NA__NA__240105_WW__00X.trimmed.sorted.unfiltered.bam	23.3
1.24.23.ENCJAN19.R2__NA__NA__230127_WW__00X.trimmed.sorted.unfiltered.bam	22.9
1.24.23.ENCJAN23.R2__NA__NA__230127_WW__00X.trimmed.sorted.unfiltered.bam	23.1
1.26.23.PLJAN22.R2__NA__NA__230127_WW__00X.trimmed.sorted.unfiltered.bam	22.9
1.26.23.PLJAN23.R2__NA__NA__230127_WW__00X.trimmed.sorted.unfiltered.bam	23.0
1.26.23.PLJAN24.R1__NA__NA__230127_WW__00X.trimmed.sorted.unfiltered.bam	23.0
1.26.23.PLJAN25.R1__NA__NA__230127_WW__00X.trimmed.sorted.unfiltered.bam	23.0
1.26.23.SBJAN19.R2__NA__NA__230127_WW__00X.trimmed.sorted.unfiltered.bam	23.1
1.26.23.SBJAN23.R2__NA__NA__230127_WW__00X.trimmed.sorted.unfiltered.bam	23.1
1.31.23.ENCJAN26.R2__NA__NA__230203_WW__00X.trimmed.sorted.unfiltered.bam	23.0
1.31.23.ENCJAN30.R2__NA__NA__230203_WW__00X.trimmed.sorted.unfiltered.bam	23.3
2.03.23.PLFEB01.R1__NA__NA__230203_WW__00X.trimmed.sorted.unfiltered.bam	23.3
2.03.23.PLJAN29.R1__NA__NA__230203_reanalysis_WW__00X.trimmed.sorted.unfiltered.bam	22.9
2.03.23.PLJAN29.R1__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.9
2.03.23.PLJAN30.R1__NA__NA__230203_WW__00X.trimmed.sorted.unfiltered.bam	23.0
2.03.23.PLJAN31.R1__NA__NA__230203_WW__00X.trimmed.sorted.unfiltered.bam	22.9
2.03.23.SBJAN26.R2__NA__NA__230203_WW__00X.trimmed.sorted.unfiltered.bam	23.0
2.03.23.SBJAN31.R2__NA__NA__230203_WW__00X.trimmed.sorted.unfiltered.bam	23.2
2.07.23.ENCFEB01.R1__NA__NA__230210_WW__00X.trimmed.sorted.unfiltered.bam	22.2
2.07.23.ENCFEB02.R1__NA__NA__230210_WW__00X.trimmed.sorted.unfiltered.bam	22.2
2.07.23.ENCUNKN.R1__NA__NA__230210_WW__00X.trimmed.sorted.unfiltered.bam	22.3
2.09.23.PLFEB05.R1__NA__NA__230210_WW__00X.trimmed.sorted.unfiltered.bam	22.2
2.09.23.PLFEB06.R1__NA__NA__230210_WW__00X.trimmed.sorted.unfiltered.bam	22.3
2.10.23.SBFEB02.R1__NA__NA__230210_WW__00X.trimmed.sorted.unfiltered.bam	22.3
2.10.23.SBFEB05.R1__NA__NA__230210_WW__00X.trimmed.sorted.unfiltered.bam	22.4
2.10.23.SBFEB07.R1__NA__NA__230210_WW__00X.trimmed.sorted.unfiltered.bam	22.2
2.14.23.ENCFEB08.R2__NA__NA__230217_WW__00X.trimmed.sorted.unfiltered.bam	18.7
2.14.23.ENCFEB08.rerun__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.14.23.ENCFEB10.R2__NA__NA__230217_WW__00X.trimmed.sorted.unfiltered.bam	18.8
2.14.23.ENCFEB10.rerun__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.15.23.PLFEB12.R2__NA__NA__230217_WW__00X.trimmed.sorted.unfiltered.bam	18.7
2.15.23.PLFEB12.rerun__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.15.23.PLFEB13.R1__NA__NA__230217_WW__00X.trimmed.sorted.unfiltered.bam	18.7
2.15.23.PLFEB13.rerun__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.17.23.PLFEB14.R2__NA__NA__230217_WW__00X.trimmed.sorted.unfiltered.bam	18.8
2.17.23.PLFEB14.rerun__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.5
2.17.23.PLFEB15.R1__NA__NA__230217_WW__00X.trimmed.sorted.unfiltered.bam	18.8
2.17.23.PLFEB15.rerun__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.3
2.17.23.SBFEB12.R2__NA__NA__230217_WW__00X.trimmed.sorted.unfiltered.bam	18.8
2.17.23.SBFEB12.rerun__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.17.23.SBFEB16.R2__NA__NA__230217_WW__00X.trimmed.sorted.unfiltered.bam	18.7
2.17.23.SBFEB16.rerun__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.22.23.ENCFEB14.R1__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.6
2.22.23.ENCFEB17.R2__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.5
2.22.23.ENCFEB21.R2__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.22.23.PLFEB19.R1.HELENA__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.3
2.22.23.PLFEB20.R1.HELENA__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.22.23.PLFEB21.R1__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.4
2.24.23.SBFEB19.R1__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.3
2.24.23.SBFEB21.R1__NA__NA__230224_WW__00X.trimmed.sorted.unfiltered.bam	20.3
3.01.23.ENCFEB27.R1__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.3
3.01.23.ENCMAR01.R1__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.2
3.01.23.PLFEB26.R2__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.2
3.01.23.PLFEB27.R1__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.3
3.03.23.PLFEB28.R2__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.3
3.03.23.PLMAR01.R1__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.4
3.03.23.SBFEB23.R1__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.3
3.03.23.SBFEB28.R1__NA__NA__230303_WW__00X.trimmed.sorted.unfiltered.bam	22.2
3.08.23.PLMAR05.R2__NA__NA__230310_WW__00X.trimmed.sorted.unfiltered.bam	22.8
3.08.23.PLMAR06.R1__NA__NA__230310_WW__00X.trimmed.sorted.unfiltered.bam	22.5
3.09.23.ENCMAR03.R2__NA__NA__230310_WW__00X.trimmed.sorted.unfiltered.bam	22.4
3.09.23.ENCMAR07.R2__NA__NA__230310_WW__00X.trimmed.sorted.unfiltered.bam	22.6
3.10.23.PLMAR07.R2__NA__NA__230310_WW__00X.trimmed.sorted.unfiltered.bam	22.4
3.10.23.PLMAR08.R2__NA__NA__230310_WW__00X.trimmed.sorted.unfiltered.bam	22.6
3.10.23.SBMAR05.R1__NA__NA__230310_WW__00X.trimmed.sorted.unfiltered.bam	22.6
3.10.23.SBMAR09.R1__NA__NA__230310_WW__00X.trimmed.sorted.unfiltered.bam	22.7
3.15.23.ENCMAR13.R1__NA__NA__2300317_WW__00X.trimmed.sorted.unfiltered.bam	22.0
3.15.23.ENCMAR14.R2__NA__NA__2300317_WW__00X.trimmed.sorted.unfiltered.bam	21.9
3.15.23.SBMAR12.R1__NA__NA__2300317_WW__00X.trimmed.sorted.unfiltered.bam	22.0
3.17.23.PLMAR12.R1__NA__NA__2300317_WW__00X.trimmed.sorted.unfiltered.bam	21.9
3.17.23.PLMAR13.R2__NA__NA__2300317_WW__00X.trimmed.sorted.unfiltered.bam	22.1
3.17.23.PLMAR14.R2__NA__NA__2300317_WW__00X.trimmed.sorted.unfiltered.bam	22.1
3.17.23.PLMAR15.R1__NA__NA__2300317_WW__00X.trimmed.sorted.unfiltered.bam	21.9
3.22.23.SBMAR14.R1.rerun2__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.4
3.22.23.SBMAR16.R2.rerun2__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.1
3.22.23.SBMAR19.R2.rerun__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.2
3.23.23.ENCMAR17.R2.rerun2__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.3
3.23.23.ENCMAR20.R2.rerun__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.2
3.23.23.ENCMAR21.R1.rerun2__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.4
3.24.23.PLMAR21.R2.rerun2__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.1
3.24.23.PLMAR22.R1.rerun2__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.2
3.29.23.PLMAR19.R1.rerun2__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.3
3.29.23.PLMAR20.R1.rerun2__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.2
3.29.23.PLMAR26.R1.rerun__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.4
3.29.23.SBMAR21.R1.rerun__NA__NA__230330_WW_rerun__00X.trimmed.sorted.unfiltered.bam	22.1
3.31.23.PLMAR28.R1__NA__NA__230407_WW__00X.trimmed.sorted.unfiltered.bam	23.0
3.31.23.PLMAR29.R2__NA__NA__230407_WW__00X.trimmed.sorted.unfiltered.bam	23.0
4.05.23.PLAPR02.R1__NA__NA__230407_WW__00X.trimmed.sorted.unfiltered.bam	23.1
4.05.23.PLAPR03.R1__NA__NA__230407_WW__00X.trimmed.sorted.unfiltered.bam	23.0
4.05.23.SBMAR30.R2__NA__NA__230407_WW__00X.trimmed.sorted.unfiltered.bam	23.0
4.06.23.ENCAPR04.R1__NA__NA__230407_WW__00X.trimmed.sorted.unfiltered.bam	23.1
4.06.23.ENCMAR30.R2__NA__NA__230407_WW__00X.trimmed.sorted.unfiltered.bam	23.0
4.07.23.PLAPR05.R2__NA__NA__230407_WW__00X.trimmed.sorted.unfiltered.bam	22.9
4.12.23.ENCAPR06.R2__NA__NA__230414_WW__00X.trimmed.sorted.unfiltered.bam	22.5
4.12.23.ENCAPR11.R1__NA__NA__230414_WW__00X.trimmed.sorted.unfiltered.bam	22.6
4.12.23.PLAPR09.R1__NA__NA__230414_WW__00X.trimmed.sorted.unfiltered.bam	22.5
4.12.23.PLAPR10.R1__NA__NA__230414_WW__00X.trimmed.sorted.unfiltered.bam	22.4
4.14.23.PLAPR11.R2__NA__NA__230414_WW__00X.trimmed.sorted.unfiltered.bam	22.6
4.14.23.PLAPR12.R1__NA__NA__230414_WW__00X.trimmed.sorted.unfiltered.bam	22.6
4_15_24_ENCAPR10__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam	37.7
4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam	32.8
4_15_24_ENCAPR11__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam	37.9
4_15_24_ENCAPR11_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam	32.8
4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam	37.8
4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam	32.9
4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam	37.8
4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam	32.9
4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam	37.8
4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam	32.8
4_15_24_PLAPR10__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam	37.9
4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam	32.8
4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam	37.9
4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam	32.8
4_15_24_SBAPR11__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam	37.8
4_15_24_SBAPR11_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam	32.9
4.19.23.PLAPR16.R2__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.7
4.19.23.PLAPR17.R1__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.9
4.19.23.SBAPR04.R1__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.9
4.19.23.SBAPR09.R2__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.8
4.19.23.SBAPR16.R2__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	23.1
4.20.23.ENCAPR18.R1__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	24.8
4.21.23.PLAPR18.R1__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.9
